date;PC1;PC2;PC3
2016-11-14T19:00:00Z;-8,877840e-02;-0,35151526;-0,144404859
2016-11-14T20:00:00Z;-5,703820e-02;-0,16922195;-0,272131150
2016-11-14T21:00:00Z;-7,361865e-02;-0,32046614;-0,221409602
2016-11-14T22:00:00Z; 4,314582e-03;-0,23246257;-0,153695651
2016-11-14T23:00:00Z;-2,102145e-02;-0,36318524;-0,229870872
2016-11-15T00:00:00Z;-1,232499e-01;-0,24878535;-0,248465476
2016-11-15T01:00:00Z;-1,184235e-01;-0,27510817;-0,283518702
2016-11-15T02:00:00Z;-9,611301e-02;-0,28531861;-0,182171642
2016-11-15T03:00:00Z;-1,248755e-01;-0,06938460;-0,358663839
2016-11-15T04:00:00Z;-1,577639e-01;-0,24431710;-0,172691051
2016-11-15T05:00:00Z;-2,188295e-01;-0,24296671;-0,065060239
2016-11-15T06:00:00Z;-1,195090e-01;-0,28400675;-0,118565588
2016-11-15T07:00:00Z;-7,490411e-02;-0,32078724;-0,216872481
2016-11-15T08:00:00Z;-1,226494e-01;-0,26296829;-0,254850245
2016-11-15T09:00:00Z;-1,849960e-01;-0,38294044;-0,166128599
2016-11-15T10:00:00Z;-1,056560e-01;-0,37424947;-0,163666694
2016-11-15T11:00:00Z;-1,885229e-02;-0,27848284;-0,203634184
2016-11-15T12:00:00Z;-1,001837e-01;-0,33475756;-0,192570702
2016-11-15T13:00:00Z;-6,386270e-02;-0,45599623;-0,239159061
2016-11-15T14:00:00Z;-1,637804e-01;-0,38758791;-0,164576315
2016-11-15T15:00:00Z; 3,337399e-02;-0,37993885;-0,229047533
2016-11-15T16:00:00Z;-8,358113e-02;-0,26002270;-0,194709037
2016-11-15T17:00:00Z;-6,861407e-03;-0,26296507;-0,198803599
2016-11-15T18:00:00Z;-2,468259e-02;-0,36497707;-0,244754307
2016-11-15T19:00:00Z; 1,541616e-02;-0,39442924;-0,231584214
2016-11-15T20:00:00Z;-5,488462e-02;-0,38873409;-0,185784316
2016-11-15T21:00:00Z;-6,779070e-02;-0,42272201;-0,238897316
2016-11-15T22:00:00Z;-2,231844e-02;-0,41881986;-0,230293461
2016-11-15T23:00:00Z;-2,925312e-02;-0,42190970;-0,229707465
2016-11-16T00:00:00Z;-1,221475e-01;-0,42032567;-0,126236046
2016-11-16T01:00:00Z;-2,293281e-01;-0,44563093;-0,066253104
2016-11-16T02:00:00Z;-8,913404e-03;-0,26325101;-0,288644606
2016-11-16T03:00:00Z;-1,321814e-01;-0,29727195;-0,163623272
2016-11-16T04:00:00Z;-1,895432e-02;-0,33217671;-0,252287250
2016-11-16T05:00:00Z;-1,102069e-02;-0,15831358;-0,207814901
